current_section	can_check_section	gas_present	structure_stable	structure_safe_flag	gas_detected_flag	structure_ok_flag	send_data	send_gas_data	send_structure_data	section_safe
3	true	true	true	true	false	true	true	false	false	false
3	true	true	true	true	false	true	true	false	false	false
3	true	true	true	true	false	true	true	false	false	false
3	true	true	true	true	false	true	true	false	false	false
3	true	true	true	true	true	true	true	true	false	false
3	true	true	true	true	true	true	true	true	false	false
3	true	true	true	true	true	true	true	true	false	false
3	true	true	true	true	true	true	true	true	true	false
3	true	true	true	true	true	true	true	true	true	false
3	true	true	true	true	true	true	true	true	true	false
4	true	true	true	false	false	true	false	false	false	false
4	true	true	true	false	false	true	false	false	false	false
4	true	true	true	false	false	true	false	false	false	false
4	true	true	true	true	false	true	false	false	false	false
4	true	true	true	true	false	true	false	false	false	false
4	true	true	true	true	false	true	false	false	false	false
4	true	true	true	true	false	true	false	false	false	false
4	true	true	true	true	false	true	false	false	false	false
4	true	true	true	true	false	true	false	false	false	false
4	true	true	true	true	false	true	true	false	false	false
4	true	true	true	true	false	true	true	false	false	false
4	true	true	true	true	false	true	true	false	false	false
4	true	true	true	true	false	true	true	false	false	false
4	true	true	true	true	false	true	true	false	false	false
4	true	true	true	true	false	true	true	false	false	false
4	true	true	true	true	false	true	true	false	true	false
4	true	true	true	true	false	true	true	false	true	false
4	true	true	true	true	false	true	true	false	true	false
4	true	true	true	true	false	true	true	false	true	false
4	true	true	true	true	true	true	true	true	true	false
4	true	true	true	true	true	true	true	true	true	false
4	true	true	true	true	true	true	true	true	true	false
5	true	true	true	false	false	true	false	false	false	false
5	true	true	true	false	false	true	false	false	false	false
5	true	true	true	false	false	true	false	false	false	false
5	true	true	true	false	false	true	false	false	false	false
5	true	true	true	true	false	true	false	false	false	false
5	true	true	true	true	false	true	false	false	false	false
5	true	true	true	true	false	true	true	false	false	false
5	true	true	true	true	false	true	true	false	false	false
5	true	true	true	true	false	true	true	false	false	false
5	true	true	true	true	false	true	true	false	false	false
5	true	true	true	true	true	true	true	true	false	false
5	true	true	true	true	true	true	true	true	false	false
5	true	true	true	true	true	true	true	true	true	false
5	true	true	true	true	true	true	true	true	true	false
5	true	true	true	true	true	true	true	true	true	false
6	true	true	true	false	false	true	false	false	false	false
6	true	true	true	false	false	true	false	false	false	false
6	true	true	true	false	false	true	false	false	false	false
6	true	true	true	true	false	true	false	false	false	false
6	true	true	true	true	false	true	false	false	false	false
6	true	true	true	true	false	true	false	false	false	false
6	true	true	true	true	false	true	false	false	false	false
6	true	true	true	true	false	true	false	false	false	false
6	true	true	true	true	false	true	false	false	false	false
6	true	true	true	true	false	true	false	false	false	false
6	true	true	true	true	false	true	false	false	false	false
6	true	true	true	true	false	true	false	false	false	false
6	true	true	true	true	false	true	true	false	false	false
6	true	true	true	true	false	true	true	false	false	false
6	true	true	true	true	false	true	true	false	false	false
6	true	true	true	true	false	true	true	false	false	false
6	true	true	true	true	false	true	true	false	false	false
6	true	true	true	true	false	true	true	false	false	false
6	true	true	true	true	false	true	true	false	false	false
6	true	true	true	true	false	true	true	false	false	false
6	true	true	true	true	true	true	true	true	false	false
6	true	true	true	true	true	true	true	true	false	false
6	true	true	true	true	true	true	true	true	false	false
6	true	true	true	true	true	true	true	true	false	false
6	true	true	true	true	true	true	true	true	false	false
6	true	true	true	true	true	true	true	true	false	false
6	true	true	true	true	true	true	true	true	true	false
6	true	true	true	true	true	true	true	true	true	false
6	true	true	true	true	true	true	true	true	true	false
7	true	true	true	false	false	true	false	false	false	false
7	true	true	true	false	false	true	false	false	false	false
7	true	true	true	false	false	true	false	false	false	false
7	true	true	true	false	false	true	false	false	false	false
7	true	true	true	false	false	true	false	false	false	false
7	true	true	true	true	false	true	false	false	false	false
7	true	true	true	true	false	true	false	false	false	false
7	true	true	true	true	false	true	false	false	false	false
7	true	true	true	true	false	true	false	false	false	false
7	true	true	true	true	false	true	true	false	false	false
7	true	true	true	true	false	true	true	false	false	false
7	true	true	true	true	false	true	true	false	false	false
7	true	true	true	true	false	true	true	false	false	false
7	true	true	true	true	true	true	true	true	false	false
7	true	true	true	true	true	true	true	true	false	false
7	true	true	true	true	true	true	true	true	false	false
7	true	true	true	true	true	true	true	true	false	false
7	true	true	true	true	true	true	true	true	false	false
7	true	true	true	true	true	true	true	true	true	false
7	true	true	true	true	true	true	true	true	true	false
7	true	true	true	true	true	true	true	true	true	false
8	true	true	true	false	false	true	false	false	false	false
8	true	true	true	false	false	true	false	false	false	false
8	true	false	true	false	false	true	false	false	false	false
8	true	false	true	false	false	true	false	false	false	false
8	true	false	true	false	false	true	false	false	false	false
8	true	false	true	false	false	true	false	false	false	false
8	true	false	true	false	false	true	false	false	false	false
8	true	false	true	true	false	true	false	false	false	false
8	true	false	true	true	false	true	false	false	false	false
8	true	false	true	true	false	true	false	false	false	false
8	true	false	true	true	false	true	false	false	false	false
8	true	false	true	true	false	true	false	false	false	false
8	true	false	true	true	false	true	true	false	false	false
8	true	false	true	true	false	true	true	false	false	false
8	true	false	true	true	false	true	true	false	false	false
8	true	false	true	true	false	true	true	false	false	false
8	true	false	true	true	false	true	true	false	false	false
8	true	false	true	true	false	true	true	false	false	false
8	true	false	true	true	false	true	true	false	false	false
8	true	false	true	true	false	true	true	true	false	false
8	true	false	true	true	false	true	true	true	false	false
8	true	false	true	true	false	true	true	true	false	false
8	true	false	true	true	false	true	true	true	true	false
8	true	false	true	true	false	true	true	true	true	true
8	true	false	true	true	false	true	true	true	true	true
9	true	false	true	false	false	true	false	false	false	false
9	true	false	true	false	false	true	false	false	false	false
9	true	false	true	false	false	true	false	false	false	false
9	true	false	true	false	false	true	false	false	false	false
9	true	false	true	false	false	true	false	false	false	false
9	true	false	true	false	false	true	false	false	false	false
9	true	false	true	false	false	true	false	false	false	false
9	true	false	true	false	false	true	false	false	false	false
9	true	false	true	false	false	true	false	false	false	false
9	true	false	true	false	false	true	true	false	false	false
9	true	false	true	false	false	true	true	false	false	false
9	true	false	true	false	false	true	true	false	false	false
9	true	false	true	false	false	true	true	false	false	false
9	true	false	true	false	false	true	true	false	false	false
9	true	false	true	false	false	true	true	true	false	false
9	true	false	true	false	false	true	true	true	true	false
10	true	false	true	false	false	true	false	false	false	false
